UNIPROT,GENE
P52630,STAT2
P52736,ZNF133
P52737,ZNF136
P52738,ZNF140
P52740,ZNF132
P52742,ZNF135
P52747,ZNF143
P52756,RBM5
P52788,SMS
P52848,NDST1
P52888,THOP1
P52895,AKR1C2
P52948,NUP98
P52951,GBX2
P53004,BLVRA
P53007,SLC25A1
P53041,PPP5C
P53365,ARFIP2
P53370,NUDT6
P53384,NUBP1
P53396,ACLY
P53420,COL4A4
P53609,PGGT1B
P53611,RABGGTB
P53618,COPB1
P53621,COPA
P53677,AP3M2
P53794,SLC5A3
P53805,RCAN1
P54107,CRISP1
P54136,RARS1
P54198,HIRA
P54219,SLC18A1
P54252,ATXN3
P54274,TERF1
P54284,CACNB3
P54289,CACNA2D1
P54296,MYOM2
P54315,PNLIPRP1
P54577,YARS1
P54687,BCAT1
P54707,ATP12A
P54750,PDE1A
P54793,ARSF
P54821,PRRX1
P54840,GYS2
P54849,EMP1
P54855,UGT2B15
P54868,HMGCS2
P54886,ALDH18A1
P54920,NAPA
P54922,ADPRH
P55010,EIF5
P55039,DRG2
P55042,RRAD
P55058,PLTP
P55064,AQP5
P55083,MFAP4
P55085,F2RL1
P55107,GDF10
P55157,MTTP
P55160,NCKAP1L
P55199,ELL
P55268,LAMB2
P55285,CDH6
P55286,CDH8
P55290,CDH13
P55769,SNU13
P55786,NPEPPS
P55809,OXCT1
P55822,SH3BGR
P55851,UCP2
P55916,UCP3
P56180,TPTE
P56192,MARS1
P56202,CTSW
P56470,LGALS4
P56524,HDAC4
P56589,PEX3
P56705,WNT4
P56706,WNT7B
P56730,PRSS12
P56746,CLDN15
P56747,CLDN6
P56750,CLDN17
P56817,BACE1
P56856,CLDN18
P56880,CLDN20
P57052,RBM11
P57057,SLC37A1
P57058,HUNK
P57071,PRDM15
P57075,UBASH3A
P57082,TBX4
P57103,SLC8A3
P57721,PCBP3
P57727,TMPRSS3
P57730,CARD18
P57739,CLDN2
P57740,NUP107
P57768,SNX16
P57771,RGS8
P57772,EEFSEC
P57773,GJA9
P57775,FBXW4
P58012,FOXL2
P58170,OR1D5
P58215,LOXL3
P58317,ZNF121
P58397,ADAMTS12
P58557,YBEY
P58872,RHBDL3
P58876,H2BC5
P59045,NLRP11
P59046,NLRP12
P59047,NLRP5
P59095,STARD6
P59510,ADAMTS20
P59826,BPIFB3
P59827,BPIFB4
P59901,LILRA4
P59910,DNAJB13
P59923,ZNF445
P60002,ELOF1
P60153,RNASE9
P60174,TPI1
P60228,EIF3E
P60484,PTEN
P60568,IL2
P60893,GPR85
P60903,S100A10
P61018,RAB4B
P61201,COPS2
P61218,POLR2F
P61221,ABCE1
P61254,RPL26
P61296,HAND2
P61328,FGF12
P61599,NAA20
P61601,NCALD
P61619,SEC61A1
P61647,ST8SIA6
P61962,DCAF7
P61981,YWHAG
P62195,PSMC5
P62241,RPS8
P62273,RPS29
P62333,PSMC6
P62487,POLR2G
P62502,LCN6
P62508,ESRRG
P62899,RPL31
P62945,RPL41
P63267,ACTG2
P68402,PAFAH1B2
P68871,HBB
P69891,HBG1
P69892,HBG2
P69905,HBA1
P78325,ADAM8
P78329,CYP4F2
P78332,RBM6
P78333,GPC5
P78334,GABRE
P78345,RPP38
P78346,RPP30
P78348,ASIC1
P78357,CNTNAP1
P78363,ABCA4
P78367,NKX3-2
P78369,CLDN10
P78410,BTN3A2
P78417,GSTO1
P78423,CX3CL1
P78424,POU6F2
P78524,DENND2B
P78549,NTHL1
P78562,PHEX
P80108,GPLD1
P80192,MAP3K9
P80370,DLK1
P80404,ABAT
P81274,GPSM2
P82251,SLC7A9
P82279,CRB1
P82979,SARNP
P82987,ADAMTSL3
P83105,HTRA4
P83111,LACTB
P83369,LSM11
P84550,SKOR1
P98066,TNFAIP6
P98073,TMPRSS15
P98077,SHC2
P98153,DGCR2
P98155,VLDLR
P98174,FGD1
P98182,ZNF200
P98187,CYP4F8
P98194,ATP2C1
P98196,ATP11A
Q00532,CDKL1
Q00604,NDP
Q00796,SORD
Q00839,HNRNPU
Q00887,PSG9
Q00888,PSG4
Q00889,PSG6
Q00978,IRF9
Q01064,PDE1B
Q01118,SCN7A
Q01201,RELB
Q01344,IL5RA
Q01415,GALK2
Q01432,AMPD3
Q01433,AMPD2
Q01449,MYL7
Q01459,CTBS
Q01484,ANK2
Q01538,MYT1
Q01581,HMGCS1
Q01650,SLC7A5
Q01664,TFAP4
Q01718,MC2R
Q01740,FMO1
Q01780,EXOSC10
Q01804,OTUD4
Q01814,ATP2B2
Q01826,SATB1
Q01831,XPC
Q01860,POU5F1
Q01955,COL4A3
Q01959,SLC6A3
Q01974,ROR2
Q02045,MYL5
Q02086,SP2
Q02094,RHAG
Q02161,RHD
Q02218,OGDH
Q02224,CENPE
Q02241,KIF23
Q02252,ALDH6A1
Q02318,CYP27A1
Q02338,BDH1
Q02386,ZNF45
Q02487,DSC2
Q02539,H1-1
Q02543,RPL18A
Q02548,PAX5
Q02556,IRF8
Q02641,CACNB1
Q02643,GHRHR
Q02818,NUCB1
Q02833,RASSF7
Q02928,CYP4A11
Q02978,SLC25A11
Q03013,GSTM4
Q03014,HHEX
Q03052,POU3F1
Q03111,MLLT1
Q03395,ROM1
Q03405,PLAUR
Q03426,MVK
Q03431,PTH1R
Q03468,ERCC6
Q03518,TAP1
Q03591,CFHR1
Q03721,KCNC4
Q03923,ZNF85
Q03924,ZNF117
Q03936,ZNF92
Q03938,ZNF90
Q04206,RELA
Q04323,UBXN1
Q04446,GBE1
Q04609,FOLH1
Q04726,TLE3
Q04756,HGFAC
Q04828,AKR1C1
Q05048,CSTF1
Q05209,PTPN12
Q05315,CLC
Q05329,GAD2
Q05469,LIPE
Q05481,ZNF91
Q05707,COL14A1
Q05823,RNASEL
Q05901,CHRNB3
Q05940,SLC18A2
Q05996,ZP2
Q05BQ5,MBTD1
Q05BV3,EML5
Q05C16,LRRC63
Q06203,PPAT
Q06210,GFPT1
Q06278,AOX1
Q06418,TYRO3
Q06455,RUNX1T1
Q06730,ZNF33A
Q06732,ZNF33B
Q06787,FMR1
Q06828,FMOD
Q06889,EGR3
Q07075,ENPEP
Q07092,COL16A1
Q07283,TCHH
Q07343,PDE4B
Q07352,ZFP36L1
Q07444,KLRC3
Q075Z2,BSPH1
Q07837,SLC3A1
Q07864,POLE
Q07866,KLC1
Q07973,CYP24A1
Q08050,FOXM1
Q08116,RGS1
Q08174,PCDH1
Q08188,TGM3
Q08211,DHX9
Q08257,CRYZ
Q08289,CACNB2
Q08334,IL10RB
Q08426,EHHADH
Q08431,MFGE8
Q08477,CYP4F3
Q08493,PDE4C
Q08495,DMTN
Q08499,PDE4D
Q08554,DSC1
Q08623,PUDP
Q08629,SPOCK1
Q08752,PPID
Q08945,SSRP1
Q08AD1,CAMSAP2
Q08AF3,SLFN5
Q08AG5,ZNF844
Q08AH1,ACSM1
Q08AH3,ACSM2A
Q08AN1,ZNF616
Q08ER8,ZNF543
Q09428,ABCC8
Q09470,KCNA1
Q0D2J5,ZNF763
Q0IIM8,TBC1D8B
Q0JRZ9,FCHO2
Q0VAA2,LRRC74A
Q0VAA5,PLCXD2
Q0VAM2,RASGEF1B
Q0VDD8,DNAH14
Q0VDF9,HSPA14
Q0VGE8,ZNF816
Q0Z7S8,FABP9
Q0ZGT2,NEXN
Q10471,GALNT2
Q10472,GALNT1
Q10567,AP1B1
Q10588,BST1
Q11128,FUT5
Q11201,ST3GAL1
Q11203,ST3GAL3
Q11206,ST3GAL4
Q12770,SCAP
Q12791,KCNMA1
Q12794,HYAL1
Q12797,ASPH
Q12805,EFEMP1
Q12809,KCNH2
Q12816,TRO
Q12829,RAB40B
Q12836,ZP4
Q12837,POU4F2
Q12864,CDH17
Q12866,MERTK
Q12874,SF3A3
Q12884,FAP
Q12888,TP53BP1
Q12889,OVGP1
Q12891,HYAL2
Q12907,LMAN2
Q12908,SLC10A2
Q12929,EPS8
Q12931,TRAP1
Q12948,FOXC1
Q12955,ANK3
Q12968,NFATC3
Q12974,PTP4A2
Q12979,ABR
Q12986,NFX1
Q12988,HSPB3
Q12996,CSTF3
Q13018,PLA2R1
Q13033,STRN3
Q13045,FLII
Q13064,MKRN3
Q13093,PLA2G7
Q13099,IFT88
Q13106,ZNF154
Q13127,REST
Q13183,SLC13A2
Q13206,DDX10
Q13217,DNAJC3
Q13219,PAPPA
Q13228,SELENBP1
Q13231,CHIT1
Q13255,GRM1
Q13263,TRIM28
Q13268,DHRS2
Q13285,NR5A1
Q13291,SLAMF1
Q13304,GPR17
Q13315,ATM
Q13336,SLC14A1
Q13342,SP140
Q13356,PPIL2
Q13368,MPP3
Q13370,PDE3B
Q13387,MAPK8IP2
Q13394,MAB21L1
Q13395,TARBP1
Q13402,MYO7A
Q13415,ORC1
Q13423,NNT
Q13435,SF3B2
Q13443,ADAM9
Q13444,ADAM15
Q13454,TUSC3
Q13469,NFATC2
Q13474,DRP2
Q13478,IL18R1
Q13496,MTM1
Q13501,SQSTM1
Q13503,MED21
Q13515,BFSP2
Q13520,AQP6
Q13572,ITPK1
Q13576,IQGAP2
Q13585,GPR50
Q13591,SEMA5A
Q13609,DNASE1L3
Q13613,MTMR1
Q13614,MTMR2
Q13615,MTMR3
Q13634,CDH18
Q13642,FHL1
Q13643,FHL3
Q13686,ALKBH1
Q13702,RAPSN
Q13724,MOGS
Q13740,ALCAM
Q13751,LAMB3
Q13753,LAMC2
Q13795,ARFRP1
Q13796,SHROOM2
Q13822,ENPP2
Q13823,GNL2
Q13825,AUH
Q13835,PKP1
Q13867,BLMH
Q13884,SNTB1
Q13885,TUBB2A
Q13889,GTF2H3
Q13938,CAPS
Q13939,CCIN
Q13946,PDE7A
Q14003,KCNC3
Q14008,CKAP5
Q14019,COTL1
Q14032,BAAT
Q14088,RAB33A
Q14108,SCARB2
Q14114,LRP8
Q14116,IL18
Q14119,VEZF1
Q14123,PDE1C
Q14134,TRIM29
Q14139,UBE4A
Q14147,DHX34
Q14151,SAFB2
Q14154,DELE1
Q14165,MLEC
Q14181,POLA2
Q14186,TFDP1
Q14191,WRN
Q14204,DYNC1H1
Q14206,RCAN2
Q14241,ELOA
Q14246,ADGRE1
Q14254,FLOT2
Q14314,FGL2
Q14330,GPR18
Q14331,FRG1
Q14376,GALE
Q14390,GGTLC2
Q14392,LRRC32
Q14406,CSHL1
Q14410,GK2
Q14416,GRM2
Q14432,PDE3A
Q14494,NFE2L1
Q14500,KCNJ12
Q14508,WFDC2
Q14515,SPARCL1
Q14517,FAT1
Q14520,HABP2
Q14524,SCN5A
Q14527,HLTF
Q14541,HNF4G
Q14554,PDIA5
Q14562,DHX8
Q14566,MCM6
Q14571,ITPR2
Q14574,DSC3
Q14582,MXD4
Q14584,ZNF266
Q14585,ZNF345
Q14586,ZNF267
Q14587,ZNF268
Q14588,ZNF234
Q14590,ZNF235
Q14592,ZNF460
Q14593,ZNF273
Q14624,ITIH4
Q14642,INPP5A
Q14644,RASA3
Q14651,PLS1
Q14653,IRF3
Q14669,TRIP12
Q14677,CLINT1
Q14679,TTLL4
Q14680,MELK
Q14689,DIP2A
Q14690,PDCD11
Q14694,USP10
Q14696,MESD
Q14697,GANAB
Q14703,MBTPS1
Q14722,KCNAB1
Q14728,MFSD10
Q14739,LBR
Q14764,MVP
Q14765,STAT4
Q14766,LTBP1
Q14767,LTBP2
Q14774,HLX
Q147U1,ZNF846
Q147X3,NAA30
Q14802,FXYD3
Q14807,KIF22
Q14831,GRM7
Q14832,GRM3
Q14833,GRM4
Q14849,STARD3
Q14863,POU6F1
Q14872,MTF1
Q14894,CRYM
Q14914,PTGR1
Q14929,ZNF169
Q14934,NFATC4
Q14957,GRIN2C
Q14973,SLC10A1
Q14990,ODF1
Q14999,CUL7
Q149M9,NWD1
Q14BN4,SLMAP
Q14C86,GAPVD1
Q14CB8,ARHGAP19
Q14CM0,FRMPD4
Q14CS0,UBXN2B
Q14CW9,ATXN7L3
Q14CZ8,HEPACAM
Q14D04,VEPH1
Q15006,EMC2
Q15008,PSMD6
Q15013,MAD2L1BP
Q15020,SART3
Q15029,EFTUD2
Q15031,LARS2
Q15046,KARS1
Q15056,EIF4H
Q15057,ACAP2
Q15058,KIF14
Q15067,ACOX1
Q15072,ZNF146
Q15077,P2RY6
Q15102,PAFAH1B3
Q15111,PLCL1
Q15116,PDCD1
Q15118,PDK1
Q15119,PDK2
Q15121,PEA15
Q15124,PGM5
Q15126,PMVK
Q15131,CDK10
Q15165,PON2
Q15166,PON3
Q15181,PPA1
Q15185,PTGES3
Q15238,PSG5
Q15256,PTPRR
Q15283,RASA2
Q15293,RCN1
Q15326,ZMYND11
Q15370,ELOB
Q15391,P2RY14
Q15398,DLGAP5
Q15406,NR6A1
Q15417,CNN3
Q15435,PPP1R7
Q15436,SEC23A
Q15437,SEC23B
Q15468,STIL
Q15477,SKIV2L
Q15493,RGN
Q15506,SPA17
Q15560,TCEA2
Q15562,TEAD2
Q15582,TGFBI
Q15583,TGIF1
Q15628,TRADD
Q15637,SF1
Q15646,OASL
Q15650,TRIP4
Q15652,JMJD1C
Q15654,TRIP6
Q15678,PTPN14
Q15714,TSC22D1
Q15735,INPP5J
Q15742,NAB2
Q15751,HERC1
Q15760,GPR19
Q15761,NPY5R
Q15762,CD226
Q15771,RAB30
Q15772,SPEG
Q15776,ZKSCAN8
Q15777,MPPED2
Q15782,CHI3L2
Q15785,TOMM34
Q15814,TBCC
Q15825,CHRNA6
Q15849,SLC14A2
Q15853,USF2
Q15858,SCN9A
Q15878,CACNA1E
Q15915,ZIC1
Q15928,ZNF141
Q15935,ZNF77
Q15942,ZYX
Q15973,ZNF124
Q16134,ETFDH
Q16143,SNCB
Q16186,ADRM1
Q16206,ENOX2
Q16222,UAP1
Q16322,KCNA10
Q16348,SLC15A2
Q16445,GABRA6
Q16518,RPE65
Q16520,BATF
Q16534,HLF
Q16538,GPR162
Q16543,CDC37
Q16549,PCSK7
Q16557,PSG3
Q16560,SNRNP35
Q16572,SLC18A3
Q16581,C3AR1
Q16587,ZNF74
Q16589,CCNG2
Q16595,FXN
Q16613,AANAT
Q16621,NFE2
Q16643,DBN1
Q16647,PTGIS
Q16649,NFIL3
Q16650,TBR1
Q16651,PRSS8
Q16653,MOG
Q16654,PDK4
Q16658,FSCN1
Q16663,CCL15
Q16666,IFI16
Q16667,CDKN3
Q16670,ZSCAN26
Q16671,AMHR2
Q16678,CYP1B1
Q16696,CYP2A13
Q16698,DECR1
Q16706,MAN2A1
Q16719,KYNU
Q16720,ATP2B3
Q16773,KYAT1
Q16774,GUK1
Q16787,LAMA3
Q16795,NDUFA9
Q16798,ME3
Q16816,PHKG1
Q16819,MEP1A
Q16820,MEP1B
Q16821,PPP1R3A
Q16822,PCK2
Q16825,PTPN21
Q16831,UPP1
Q16832,DDR2
Q16836,HADH
Q16851,UGP2
Q16853,AOC3
Q16854,DGUOK
Q16877,PFKFB4
Q16878,CDO1
Q16880,UGT8
Q16881,TXNRD1
Q17R31,TATDN3
Q17R60,IMPG1
Q17RD7,SYT16
Q17RP2,TIGD6
Q17RR3,PNLIPRP3
Q17RS7,GEN1
Q17RW2,COL24A1
Q1EHB4,SLC5A12
Q1L5Z9,LONRF2
Q1L6U9,MSMP
Q27J81,INF2
Q2HXU8,CLEC12B
Q2KJY2,KIF26B
Q2L4Q9,PRSS53
Q2M1K9,ZNF423
Q2M218,ZNF630
Q2M296,MTHFSD
Q2M2D7,TBC1D28
Q2M2I5,KRT24
Q2M2I8,AAK1
Q2M3G4,SHROOM1
Q2M3M2,SLC5A9
Q2M3T9,HYAL4
Q2M3W8,ZNF181
Q2M3X9,ZNF674
Q2M5E4,RGS21
Q2MJR0,SPRED3
Q2NKQ1,SGSM1
Q2NKX8,ERCC6L
Q2PPJ7,RALGAPA2
Q2Q1W2,TRIM71
Q2QD12,RPEL1
Q2TAA2,IAH1
Q2TAC6,KIF19
Q2TAY7,SMU1
Q2TB10,ZNF800
Q2TB90,HKDC1
Q2TBA0,KLHL40
Q2TBC4,PRICKLE4
Q2UY09,COL28A1
Q2V2M9,FHOD3
Q2VIQ3,KIF4B
Q2VPA4,CR1L
Q2VWP7,PRTG
Q2VY69,ZNF284
Q2WEN9,CEACAM16
Q2WGJ6,KLHL38
Q2WGJ9,FER1L6
Q2Y0W8,SLC4A8
Q30KQ6,DEFB114
Q30KQ8,DEFB112
Q32M45,ANO4
Q32M88,PGGHG
Q32MZ4,LRRFIP1
Q32P28,P3H1
Q32P44,EML3
Q33E94,RFX4
Q3B7J2,GFOD2
Q3C1V8,BSX
Q3KNS6,ZNF829
Q3KNW1,SNAI3
Q3KNW5,SLC10A6
Q3KP31,ZNF791
Q3KP44,ANKRD55
Q3KPI0,CEACAM21
Q3KQV3,ZNF792
Q3L8U1,CHD9
Q3LXA3,TKFC
Q3MIP1,ITPRIPL2
Q3MIS6,ZNF528
Q3MJ62,ZSCAN23
Q3SXM0,DCAF4L1
Q3SXY7,LRIT3
Q3SXZ7,TTLL9
Q3SY52,ZIK1
Q3SY69,ALDH1L2
Q3SY84,KRT71
Q3SY89,ELOA3BP
Q3T906,GNPTAB
Q3V6T2,CCDC88A
Q3ZCN5,OTOGL
Q3ZCT1,ZNF260
Q3ZCT8,KBTBD12
Q3ZCW2,LGALSL
Q3ZCX4,ZNF568
Q400G9,AMZ1
Q494W8,CHRFAM7A
Q495B1,ANKDD1A
Q495M9,USH1G
Q495T6,MMEL1
Q495W5,FUT11
Q495X7,TRIM60
Q496F6,CD300E
Q496J9,SV2C
Q496Y0,LONRF3
Q499Z4,ZNF672
Q49A26,GLYR1
Q49AA0,ZFP69
Q49AM1,MTERF2
Q49AM3,TTC31
Q49AN0,CRY2
Q49MI3,CERKL
Q4AC99,ACCSL
Q4AE62,GTDC1
Q4FZB7,KMT5B
Q4G0F5,VPS26B
Q4G0J3,LARP7
Q4G0N4,NADK2
Q4G0N8,SLC9C1
Q4G0S4,CYP27C1
Q4G0X4,KCTD21
Q4G0Z9,MCMDC2
Q4G148,GXYLT1
Q4G163,FBXO43
Q4G176,ACSF3
Q4G1C9,GLIPR1L2
Q4J6C6,PREPL
Q4KMQ2,ANO6
Q4KWH8,PLCH1
Q4L235,AASDH
Q4LDE5,SVEP1
Q4LDG9,DNAL1
Q4LE39,ARID4B
Q4U2R6,MRPL51
Q4U2R8,SLC22A6
Q4UJ75,ANKRD20A4P
Q4VC44,FLYWCH1
Q4VNC1,ATP13A4
Q4VXU2,PABPC1L
Q4ZHG4,FNDC1
Q504Q3,PAN2
Q504Y3,ZCWPW2
Q52LW3,ARHGAP29
Q52M93,ZNF585B
Q53EP0,FNDC3B
Q53EV4,LRRC23
Q53FA7,TP53I3
Q53FZ2,ACSM3
Q53GG5,PDLIM3
Q53GI3,ZNF394
Q53H12,AGK
Q53H54,TRMT12
Q53H82,LACTB2
Q53HC5,KLHL26
Q53HC9,EIPR1
Q53HL2,CDCA8
Q53HV7,SMUG1
Q53RE8,ANKRD39
Q53T59,HS1BP3
Q562E7,WDR81
Q569K4,ZNF385B
Q56A73,SPIN4
Q587J7,TDRD12
Q58DX5,NAALADL2
Q58EX2,SDK2
Q58F21,BRDT
Q59H18,TNNI3K
Q5CZA5,ZNF805
Q5D0E6,DALRD3
Q5D1E8,ZC3H12A
Q5EB52,MEST
Q5EG05,CARD16
Q5F1R6,DNAJC21
Q5FVE4,ACSBG2
Q5FWF4,ZRANB3
Q5FYA8,ARSH
Q5FYB0,ARSJ
Q5GAN3,RNASE13
Q5GAN4,RNASE12
Q5GAN6,RNASE10
Q5GFL6,VWA2
Q5H8A4,PIGG
Q5H913,ARL13A
Q5H9E4,SLC25A53
Q5H9F3,BCORL1
Q5H9I0,TFDP3
Q5H9K5,ZMAT1
Q5H9L4,TAF7L
Q5H9M0,PWWP3B
Q5H9U9,DDX60L
Q5HY92,FIGN
Q5HYK3,COQ5
Q5HYK9,ZNF667
Q5I0X7,TTC32
Q5IJ48,CRB2
Q5JNZ3,ZNF311
Q5JPF3,ANKRD36C
Q5JPH6,EARS2
Q5JPI9,EEF1AKMT2
Q5JR12,PPM1J
Q5JRA6,MIA3
Q5JRX3,PITRM1
Q5JSL3,DOCK11
Q5JSP0,FGD3
Q5JST6,EFHC2
Q5JT25,RAB41
Q5JT82,KLF17
Q5JTD7,LRRC73
Q5JTJ3,COA6
Q5JTN6,WDR38
Q5JTV8,TOR1AIP1
Q5JTW2,CEP78
Q5JTZ9,AARS2
Q5JU00,TCTE1
Q5JUR7,TEX30
Q5JUW0,KRBOX4
Q5JUX0,SPIN3
Q5JVG2,ZNF484
Q5JVL4,EFHC1
Q5JVS0,HABP4
Q5JXA9,SIRPB2
Q5JXX5,
Q5JZY3,EPHA10
Q5K4E3,PRSS36
Q5K651,SAMD9
Q5KSL6,DGKK
Q5MAI5,CDKL4
Q5MCW4,ZNF569
Q5MNZ6,WDR45B
Q5MNZ9,WIPI1
Q5MY95,ENTPD8
Q5NUL3,FFAR4
Q5PT55,SLC10A5
Q5QGZ9,CLEC12A
Q5QNW6,H2BC18
Q5QP82,DCAF10
Q5R3F8,ELFN2
Q5RIA9,CBWD5
Q5SGD2,PPM1L
Q5SQ80,ANKRD20A2P
Q5SRE7,PHYHD1
Q5SSJ5,HP1BP3
Q5ST30,VARS2
Q5SVS4,SLC25A30
Q5SW96,LDLRAP1
Q5SXM1,ZNF678
Q5SYB0,FRMPD1
Q5SZK8,FREM2
Q5T089,MORN1
Q5T0B9,ZNF362
Q5T0N5,FNBP1L
Q5T0T0,MARCHF8
Q5T0W9,FAM83B
Q5T124,UBXN11
Q5T160,RARS2
Q5T1C6,THEM4
Q5T1H1,EYS
Q5T1V6,DDX59
Q5T200,ZC3H13
Q5T280,SPOUT1
Q5T2D3,OTUD3
Q5T2R2,PDSS1
Q5T2S8,ODAD2
Q5T3U5,ABCC10
Q5T442,GJC2
Q5T447,HECTD3
Q5T4D3,TMTC4
Q5T5C0,STXBP5
Q5T5D7,ZNF684
Q5T5J6,SWT1
Q5T601,ADGRF1
Q5T619,ZNF648
Q5T653,MRPL2
Q5T6C5,ATXN7L2
Q5T6F0,DCAF12
Q5T6X5,GPRC6A
Q5T7B8,KIF24
Q5T7W0,ZNF618
Q5T848,GPR158
Q5T890,ERCC6L2
Q5T8D3,ACBD5
Q5T9A4,ATAD3B
Q5TA45,INTS11
Q5TAQ9,DCAF8
Q5TAX3,TUT4
Q5TBB1,RNASEH2B
Q5TC12,ATPAF1
Q5TC63,GRTP1
Q5TC79,ZBTB37
Q5TC82,RC3H1
Q5TCH4,CYP4A22
Q5TCS8,AK9
Q5TD97,FHL5
Q5TDP6,LGSN
Q5TEA6,SEL1L2
Q5TEC3,ZNF697
Q5TEU4,NDUFAF5
Q5TFE4,NT5DC1
Q5TGJ6,HDGFL1
Q5TGU0,TSPO2
Q5TYW1,ZNF658
Q5TYW2,ANKRD20A1
Q5TZF3,ANKRD45
Q5U5Q3,MEX3C
Q5U5Z8,AGBL2
Q5UAW9,GPR157
Q5VIY5,ZNF468
Q5VST9,OBSCN
Q5VT06,CEP350
Q5VT66,MTARC1
Q5VTD9,GFI1B
Q5VTH9,DNAI4
Q5VTJ3,KLHDC7A
Q5VTM2,AGAP9
Q5VTT5,MYOM3
Q5VU13,
Q5VU57,AGBL4
Q5VUG0,SFMBT2
Q5VUJ6,LRCH2
Q5VUJ9,EFCAB2
Q5VUY2,AADACL4
Q5VV41,ARHGEF16
Q5VV42,CDKAL1
Q5VV52,ZNF691
Q5VV63,ATRNL1
Q5VVJ2,MYSM1
Q5VVQ6,YOD1
Q5VVW2,GARNL3
Q5VVY1,METTL11B
Q5VW00,DCAF12L2
Q5VW22,AGAP6
Q5VW32,BROX
Q5VWQ8,DAB2IP
Q5VWT5,FYB2
Q5VWX1,KHDRBS2
Q5VWZ2,LYPLAL1
Q5VXI9,LIPN
Q5VXJ0,LIPK
Q5VXM1,CDCP2
Q5VYS8,TUT7
Q5VYV0,FOXB2
Q5VYX0,RNLS
Q5VYY2,LIPM
Q5VZ19,TDRD10
Q5VZF2,MBNL2
Q5VZK9,CARMIL1
Q5VZL5,ZMYM4
Q5VZP5,STYXL2
Q5VZV1,METTL21C
Q5W041,ARMC3
Q5W064,LIPJ
Q5W0U4,BSPRY
Q5W186,CST9
Q5XKL5,BTBD8
Q5XLA6,CARD17
Q5XPI4,RNF123
Q5XUX1,FBXW9
Q5XX13,FBXW10
Q5XXA6,ANO1
Q5ZPR3,CD276
Q63HK3,ZKSCAN2
Q63HK5,TSHZ3
Q63HM1,AFMID
Q63HM9,PLCXD3
Q63HQ2,EGFLAM
Q63HR2,TNS2
Q63ZE4,SLC22A10
Q658N2,WSCD1
Q66K14,TBC1D9B
Q66K79,CPZ
Q66K89,E4F1
Q684P5,RAP1GAP2
Q68CJ9,CREB3L3
Q68CK6,ACSM2B
Q68CP9,ARID2
Q68CQ7,GLT8D1
Q68CR1,SEL1L3
Q68CR7,LRRC66
Q68CZ1,RPGRIP1L
Q68CZ2,TNS3
Q68D06,SLFN13
Q68D51,DENND2C
Q68DA7,FMN1
Q68DC2,ANKS6
Q68DD2,PLA2G4F
Q68DE3,USF3
Q68DI1,ZNF776
Q68DK2,ZFYVE26
Q68DX3,FRMPD2
Q68DY1,ZNF626
Q68DY9,ZNF772
Q68EA5,ZNF57
Q68G74,LHX8
Q68J44,DUSP29
Q695T7,SLC6A19
Q69YQ0,SPECC1L
Q6A555,TXNDC8
Q6AI14,SLC9A4
Q6AW86,ZNF324B
Q6AZW8,ZNF660
Q6B0B8,TIGD3
Q6B0I6,KDM4D
Q6B0K9,HBM
Q6BAA4,FCRLB
Q6BCY4,CYB5R2
Q6DCA0,AMMECR1L
Q6DD88,ATL3
Q6DHV7,ADAL
Q6DKJ4,NXN
Q6DN12,MCTP2
Q6DN14,MCTP1
Q6DN72,FCRL6
Q6DWJ6,GPR139
Q6ECI4,ZNF470
Q6EIG7,CLEC6A
Q6EMB2,TTLL5
Q6GMV2,SMYD5
Q6GMV3,PTRHD1
Q6GQQ9,OTUD7B
Q6GTS8,PM20D1
Q6GYQ0,RALGAPA1
Q6HA08,ASTL
Q6IA69,NADSYN1
Q6IA86,ELP2
Q6IAN0,DHRS7B
Q6IBS0,TWF2
Q6ICH7,ASPHD2
Q6IE38,SPINK14
Q6IMI6,SULT1C3
Q6IN84,MRM1
Q6IPR3,TYW3
Q6IQ16,SPOPL
Q6IQ20,NAPEPLD
Q6IQ21,ZNF770
Q6IQ23,PLEKHA7
Q6IQ26,DENND5A
Q6IS24,GALNT17
Q6ISS4,LAIR2
Q6ISU1,PTCRA
Q6IV72,ZNF425
Q6JEL2,KLHL10
Q6JQN1,ACAD10
Q6K0P9,PYHIN1
Q6KCM7,SLC25A25
Q6MZM0,HEPHL1
Q6MZW2,FSTL4
Q6MZZ7,CAPN13
Q6NS38,ALKBH2
Q6NSJ0,MYORG
Q6NSJ5,LRRC8E
Q6NSZ9,ZSCAN25
Q6NT16,SLC18B1
Q6NT32,CES5A
Q6NT55,CYP4F22
Q6NUI6,CHADL
Q6NUJ1,PSAPL1
Q6NUK1,SLC25A24
Q6NUM9,RETSAT
Q6NUN0,ACSM5
Q6NUQ1,RINT1
Q6NUS8,UGT3A1
Q6NUT3,MFSD12
Q6NVU6,UFSP1
Q6NVY1,HIBCH
Q6NWY9,PRPF40B
Q6NX45,ZNF774
Q6NX49,ZNF544
Q6NXG1,ESRP1
Q6NXR0,IRGC
Q6NY19,KANK3
Q6NYC1,JMJD6
Q6P087,RPUSD3
Q6P093,AADACL2
Q6P158,DHX57
Q6P179,ERAP2
Q6P1L6,ZNF343
Q6P1L8,MRPL14
Q6P1M0,SLC27A4
Q6P1M3,LLGL2
Q6P1N9,TATDN1
